kr,en
"보스가  50004414(레벨2) 걸려있는 도중이라면, 아직 50004414(레벨1) 걸려있는 플레이어가 있다는 뜻이기 때문에  50004414(레벨1) 걸린 플레이어를 계속 타겟팅 하도록 함","If the boss is in the middle of 50004414 (level 2), it means there are still players with 50004414 (level 1), so we want to continue targeting players with 50004414 (level 1)."
"보스가 1페이즈 전투 끝나고 위쪽 지점으로 올라갈 때 설눈이한테  ActionMode=2 신호를 보냄, 이 신호 받으면 졸몹 소환시키고 졸몹과 싸우게 하고 말풍선으로 플레이어보고 올라가라고 함","When the boss climbs to the top spot after the Phase 1 battle, send Snowy an ActionMode=2 signal, which will summon a minion, fight the minion, and tell the player to look at the bubble and climb up."
이 변수가 0 이하라는 것은 스피커 파괴 2번 혹은 3번 다 해서 더이상 스카이콩콩 탈 필요가 없다는 뜻이므로 스카이콩콩 기절패턴 관련 변수 2개를 전부 0으로 만들어 이 단계를 빠져나오게 함,"If this variable is below 0, it means that we have destroyed 2 or 3 speakers and no longer need to ride SkyKongKong, so we set both variables for the SkyKongKong stun pattern to 0 to exit this step."
"#5페이즈 때 유페리아한테 힐 계속 받아도 HP 20%를 넘어가면 회복 되지 않도록 힐 면역 에디셔녈을 사전에 미리 부여함, 이 애디셔널은 HP 20% 이하로 내려가면 작동 안하도록 되어있음","#Added a Heal Immunity add-on to Euphoria in Phase 5 to prevent her from recovering if she goes over 20% HP even if she continues to take heals, as this add-on is supposed to stop working if she goes below 20% HP."
"PortalHidden= 1 신호에 의해서 트리거쪽에서 순간이동 포탈을 다시 생성시킴      param1=""2423"" 은   MS2TriggerModel의 TriggerModelID 번호임","PortalHidden= 1 signal to recreate the teleportation portal on the trigger side param1=""2423"" is the TriggerModelID number of the MS2TriggerModel"
"다음맵으로 이동하는 포탈 등장, main.xml 트리거에  End= 1 신호 보내기,      param1=""552"" 은   MS2TriggerModel의 TriggerModelID 번호임,","A portal to the next map appears, signaling End= 1 to the main.xml trigger, where param1=""552"" is the TriggerModelID number of the MS2TriggerModel,"
"레벨2: 자쿰 몸통과 전투 중 플레이어가 탈것 탑승 버그를 이용해 자쿰 몸속으로 들어가는 상황이 나오는데, 이 어뷰징을 막기 위해 자쿰 몸속으로 들어가면 공격력 저하 상태이상을 부여하도록 함","Level 2: There is a situation where a player can use a mounting bug to enter the body of a Zakkum during a fight with a Zakkum torso, and to prevent this abusing, we made it so that entering the body of a Zakkum inflicts a damage reduction status."
"레벨223: 유도 투척 스플레시 3발, 폭발전 상태이상이 10초 이기 때문에 쿨타임이 최소 10초 이상의 되어야 함, 레벨223은 NA버전 전용 바닥에 대미지 필드 유지 시간이 더 길게 설정","Level 223: 3 guided thrown splashes, must have a cooldown of at least 10 seconds due to the 10 second explosion phase, Level 223 has a longer damage field duration on the floor for NA only"
"사정거리 1900, 레벨2는 큐브 한칸 위의 대상 포함 시키지 않음, 큐브 한칸 위에 있는  플레이어는  구분해서 추적하기 위해서 평소에는 같은 메인 전투판에 있는 플레이어 위주로 타겟팅 함","Range 1900, level 2 doesn't include targets above one cube, to keep track of players above one cube, but normally targets players on the same main battlefield."
이 로직 처리 부분에서  PogoStickMode 이 변수가 0 이하면 PogoStickStunMode   PogoStickStunAttack  변수 초기화 하고 바로 빠져나오도록 설정하였음,"In this part of the logic, we set the PogoStickMode to initialize the PogoStickStunMode PogoStickStunAttack variable and jump out if this variable is less than or equal to 0."
"이 졸몹은  aiPreset name=""ThreeStage_AttackPattern_Random01"" 에서도 호출하는데, 엘리트 등장과 동시에 바로 등장해야 하기 때문에 여기서도 호출 설정함","This mob is also called by aiPreset name=""ThreeStage_AttackPattern_Random01"", which we also set to call because it should appear right after the elite spawns."
3페이즈 들어서자 마자 바로 알람공격하면 알람 공격이 2연속 나오는 위험한 상황이 생길 수 있기 때문에 AlramOnAttack 변수가 2이 상 될때까지 사용하지 못하도록 안전장치를 설정함,"We set a failsafe to prevent the AlramOnAttack variable from being used until it's at least 2, because an alarm attack right after entering phase 3 could lead to a dangerous situation with two alarm attacks in a row."
"CheckSummonMany -1  신호를 받지 못하여,  CheckSummonMany = 0 이 안되어서 이 구간 계속 머무는 대박 버그가 생길 것을 대비한, 만약을 위한 별도 처리 로직","Separate handling logic just in case we don't get a CheckSummonMany -1 signal, so we don't get a CheckSummonMany = 0 and get a big bug that keeps us in this zone"
"스킬브레이크 발동 직전에, 각종 변수 초기화 소환몹 제거 저주 디버프 제거 하고 그 사이 공격 행동 딱 한번 하는 등 좀 복합적인 행위를 해야 하는데, 이것을 컨트롤 하는데 사용되는 변수임","This variable is used to control the complexity of resetting variables, removing curse debuffs, and performing a single attack action in between, just before Skillbreak is triggered."
"이 졸몹은  aiPreset name=""FourStage_AttackPattern_Random01"" 에서도 호출하는데, 엘리트 등장과 동시에 바로 등장해야 하기 때문에 여기서도 호출 설정함","This mob is also called by aiPreset name=""FourStage_AttackPattern_Random01"", which is also set to be called here because it should appear right after the elite appears"
"이 졸몹은  aiPreset name=""FourStage_AttackPattern_Random03"" 에서도 호출하는데, 엘리트 등장과 동시에 바로 등장해야 하기 때문에 여기서도 호출 설정함","This mob is also called by aiPreset name=""FourStage_AttackPattern_Random03"", which is also set to be called here since it should appear right after the elite appears"
"이 졸몹은  aiPreset name=""FourStage_AttackPattern_Random04"" 에서도 호출하는데, 엘리트 등장과 동시에 바로 등장해야 하기 때문에 여기서도 호출 설정함","This mob is also called by aiPreset name=""FourStage_AttackPattern_Random04"" because it should appear right after the elite appears, so we set it to call it here as well"
중요!: 졸구간에서 보스 HP가 급 감소되어서 1페이지 혹은 2페이지까지 건너뛰기가 될 수 있기 때문에 보험 차원에서 각 페이저 전환 예약 단계마다  BossBattleOk = -99 셋팅,"Important!!! For insurance purposes, set BossBattleOk = -99 for each phaser transition scheduling phase, as the boss's HP may be drastically reduced in the pawn area, causing you to skip to phase 1 or 2."
"혹시 몰라 소환몹 한번 더 제거하기 신호 보내기,  이 NPC가  target=""Slaves"" 로 소환한 몬스터 전부 제거하기, Slaves 몬스터가 행동 도중에도 강제 제거 해버리는 기능","Signal to remove one more mob just in case, remove all monsters summoned by this NPC with target=""Slaves"", and force Slaves monsters to be removed even if they are in the middle of an action."
"2페이즈 시작때 보스가 잡기 시도하는데, 1~2명의 파티원만 있어서 모든 파티원이 잡힐 경우 졸구간 트리거 로직 필요 없기 때문에 이것을 구분하기 위한 트리거를 작동하기 위해 신호를 보냄","At the start of Phase 2, the boss tries to grab you, but there are only 1-2 party members, so we signal to trigger a trigger to distinguish between them, as we don't need the trigger logic for the pawn trigger if all party members are grabbed."
"50001117 애디셔널 걸리는 시간이 6초 정도 되기 때문에 입자포 파괴 행동 하지 않고 아래 standby 실행할 경우, 이 6초 정도 시간이 지나면 파괴행동 유무를 다시 체크할 것임","50001117 additive takes about 6 seconds, so if you run the following standby without the particle cannon destruction behavior, it will recheck the destruction behavior after 6 seconds."
"ItemNotice01= 1 신호에 의해서 필수 아이템1을 사용하라고 메시지로알림      param1=""9998"" 은   MS2TriggerModel의 TriggerModelID 번호임","ItemNotice01= 1 signal to use required item 1 param1=""9998"" is the TriggerModelID number of MS2TriggerModel"
"ItemNotice02= 1 신호에 의해서 필수 아이템2를 사용하라고 메시지로알림      param1=""9998"" 은   MS2TriggerModel의 TriggerModelID 번호임","ItemNotice02= 1 signal to use required item 2 param1=""9998"" is the TriggerModelID number of MS2TriggerModel"
"JumpMoveOn 이 변수에 의해 보스가 점프 이동 했는지 안 했는지를 판단함, 보스 HP 40~37%를 그냥 훅 넘길경우 점프 이동을 안하여 AI가 꼬일수 있어서 만일의 사태를 대비함","JumpMoveOn This variable determines whether the boss has jumped or not, just in case the boss doesn't jump if it's just hitting 40-37% HP, which can mess up the AI."
"JumpMoveOn 이 변수에 의해 보스가 점프로 배 아래로 내려왔는지 판단함, 보스 HP  89~84%를 그냥 훅 넘길경우 점프 이동을 안하여 AI가 꼬일수 있어서 만일의 사태를 대비함","JumpMoveOn This variable determines if the boss has jumped down to the bottom of the ship, just in case the boss doesn't jump if it's between 89-84% HP, which can mess up the AI by not making a jump move."
"NowZone 변수가 3이 아니면 현재 11시 전투판에 있다는 것임, 3페이즈에서 HP를 회복받고 다시 2페이즈로 넘어온 경우기 때문에 이럴때는 11시 전투판 중앙으로 순간이동 시켜야 함","If the NowZone variable is not 3, you are currently in the 11 o'clock battleground, which means that you have been healed in Phase 3 and are back in Phase 2, so you should teleport to the center of the 11 o'clock battleground."
"ParkingAttackMode = 2 인 경우, 이때는 블랙빈으로 부터 신호 받음, 즉 ParkingAttackMode 변수가 2가 되는 경우는 오직 블랙빈 AI로 부터 신호 받을 때임","If ParkingAttackMode = 2, this is when we get a signal from the black bean, i.e. the only time the ParkingAttackMode variable becomes 2 is when we get a signal from the black bean AI."
"몸통 돌진 공격 3연속 시작, 디버프 걸기는 사용 안함, #중요: 돌진 공격 중 기둥 출돌하면 바로 돌진공격 멈추고 기절 행동을 해야하기 때문에 변수 설정에 의한 연속 행동 설정을 하였음","Start 3 torso charge attacks in a row, no debuffs, #important: if you run into a pillar during a charge attack, you have to stop the charge attack and take a stun action, so this is a variable action set to continue."
"보스 플레이어 흡수 상태에서 공격 9회 이상 하도록 유도하면 플레이어 전부 뱉어냄, 그리고 모든 것이 초기화 되어 다시 시작함,        !!!!!흡수 혹은 뱉기 행위 수치 조절 중요","If a boss player is absorbed and attacked more than 9 times, all players will be spit out and everything will reset and start over, !!!!! It is important to control the amount of absorption or spitting behavior."
앞 페이즈에서 소환몹이 전투 상태로 넘어가기 전에 죽음 신호를 보내서 상황이 꼬여서 죽지 않는 경우가 아주 가끔 나올 수 있기 때문에 이 페이즈에서 주기적으로 죽음 신호를 보내도록 설정함,"Setting this phase to periodically send a death signal, as it is very rare that a summoned mob from the previous phase will not die due to a situation where it was sent a death signal before entering combat."
"이 단계에 게속 온다는 것은 몬스터가 두번째 흡수 공격 후 흡수 못하고 해당 전투판에 아무도 없어서 계속 가만히 서있는 경우인데, 이때  매달린 플레이어 죽이면서 기력흡수 2단계 상승시킴","Stuck in this phase is when a monster fails to absorb after a second absorption attack and continues to stand still because there is no one else on the battlefield, in which case killing the hanging player raises the energy absorption by 2 levels."
"이 졸몹은  aiPreset name=""TwoStage_AttackPattern_Random01"" 에서도 호출하는데, 엘리트 등장과 동시에 바로 등장해야 하기 때문에 여기서도 호출 설정함","This mob is also called by aiPreset name=""TwoStage_AttackPattern_Random01"", which is also set to be called here because it should appear right after the elite appears"
"이 졸몹은  aiPreset name=""TwoStage_AttackPattern_Random03"" 에서도 호출하는데, 엘리트 등장과 동시에 바로 등장해야 하기 때문에 여기서도 호출 설정함","This mob is also called by aiPreset name=""TwoStage_AttackPattern_Random03"", which is also set to be called here because it should appear right after the elite appears"
"이미 한번 플레이어 흡수하고 토했는지를 알리는데 사용하는 변수,    이 변수가 1이 되면 다음 단계에서 하게 될 행동   ThirdPhase_ExhaustedBattle 에 영할을 끼침","Variable used to indicate if the player has already been absorbed and vomited once; when this variable becomes 1, it zeroes out the next phase's action, ThirdPhase_ExhaustedBattle."
"주의!: 지란트 소환몹이 죽었는데 간혹 CheckSummonMany -1  신호를 보내지 않아서, 그로인해 이 구간에 계속 머물러서 대박 버그 발생되는데 그때를 대비한 별도 설정이 필요함","Attention!!! Sometimes Zyrant summon mobs don't signal CheckSummonMany -1 when they're dead, causing them to stay in this area and causing a big bug, so you need a separate setting for that."
"죽을 때 DayNightChange 이 변수 3 트리거 신호 보내서 태양 달빛 저주 관련 모든 디버프 모조리 제거시키기, 이 저주 제거는 보스 메인 전투판 안에 있는 플레이어에게만 적용함","On death, DayNightChange triggers this variable 3 to signal the removal of all debuffs related to the Sun Moonlight Curse, which only applies to players inside the boss's main battlefield."
"타겟팅 된 대상이 흡수된 플레이어라면,  이부분 엄청 중요: 플레이어를 흡수한 이후 매달린 대상을 자꾸 타겟팅 하여 이상한 움직임 하거나 계속 가만히 서있는 것을 막기 위한 중요한 부분임","If the targeted player is an absorbed player, this is very important: it's important to keep targeting the hanging target after absorbing the player to prevent them from moving weirdly or standing still."
한방 킬!~ 발동 패턴    (HP 50% 때도 한방 킬 방동하는데 88% -> 50% 깍는데 나이트의 전사의 보호 쿨타임 2분 충분히 지날 것으로 판단하여 이때 한방 킬 사용하도록 함),"One Hit Kill!!!~ Trigger Pattern (triggers one hit kill even at 50% HP, 88% -> 50% chop, but we decided to use one hit kill at this time because we think the 2 minute protection cooldown of Night's Warrior is long enough)"
"혹시 원인 모를 버그로 자동차에 붙는 대미지 필드 계속 유지할 수 도 있어서, 여기서 안전장치로 제거함	 원 대미지 필드 혹은 튜브 대미지필드 애디셔널 제거 기능이 있는 애디셔널 부여하기","There is a chance that an unknown bug could keep the damage field attached to the car, so we remove it here as a failsafe Give the Circle Damage Field or Tube Damage Field additive with the ability to remove it"
"## 고속이동 모드 증 봄 여름 가을 겨울 도로 가운데에 착지하고 고속이동 모드가 끝났을 경우 이 부분 실행함 ##,  ^^ 이때는 SpeedRacingCheck + 1 실행 안함 ^^","## Increase SpeedRacing Mode Spring Summer Fall Winter Execute this part when you land in the middle of the road and SpeedRacing Mode is over ##, ^^ Do not execute SpeedRacingCheck + 1 at this time ^^"
"#1페이즈,  몸통돌진 -  구석에서 브레스 공격 조합           졸구간에서 최대 20~25% 정도 HP가 이미 깍인 상태일 수 있기 때문에 1페이즈 HP 영역을 넉넉하게 설정함","Phase #1, Torso Charge - Set a generous HP zone for Phase 1, as up to 20-25% of your HP may already be taken off in the corner of a Breath attack combo pit."
"#1페이즈,  몸통돌진 -  구석에서 브레스 공격 조홤           졸구간에서 최대 20~25% 정도 HP가 이미 깍인 상태일 수 있기 때문에 1페이즈 HP 영역을 넉넉하게 설정함","Phase #1, Torso Charge - Set a generous Phase 1 HP area, as you may already have up to 20-25% of your HP sliced off in the corner maneuvering for a breath attack"
"#4페이즈 때 졸한테 힐 계속 받아도 HP 72%를 넘어가면 회복 되지 않도록 힐 면역 에디셔녈을 사전에 미리 부여함, 이 애디셔널은 HP 72% 이하로 내려가면 작동 안하도록 되어있음","Phase #4 Added a heal immunity add-on to pawns to prevent them from recovering if they go over 72% HP even if they continue to take heals, but this add-on doesn't work if they go below 72% HP."
"#6페이즈 때 졸한테 힐 계속 받아도 HP 45%를 넘어가면 회복 되지 않도록 힐 면역 에디셔녈을 사전에 미리 부여함, 이 애디셔널은 HP 45% 이하로 내려가면 작동 안하도록 되어있음","Phase #6 Preemptively granting heal immunity to pawns to prevent them from recovering if they go over 45% HP even if they continue to take heals, but this add-on will not work if they go below 45% HP."
"#8페이즈 때 졸한테 힐 계속 받아도 HP 18%를 넘어가면 회복 되지 않도록 힐 면역 에디셔녈을 사전에 미리 부여함, 이 애디셔널은 HP 18% 이하로 내려가면 작동 안하도록 되어있음","Phase #8: Added a heal immunity add-on to pawns to prevent them from recovering if they go over 18% HP even if they continue to take heals, but this add-on doesn't work if they go below 18% HP."
"#이벤트 용도: 바람 끌어당긴 후 내려찍기, 바닥 큐브 파괴, 만약 극딜로 인해 35~32% 단계 건너 띄우면 플레이어가 오기도 전이 이 스킬 사용으로 이미 전투판이 파괴되어 있을 것임","#Event use: Wind pull and then slam, destroying floor cubes, if you skip the 35-32% step due to extreme deal, the board will already be destroyed by this skill before the player even arrives."
"1. 제일 먼저 점프 이동함, 흡수 했으면 무조건 5시 전투판으로 점프 이동하도록 함, 이유는 너무 여기저기 이동하면 근거리 클래스가 스트레스이기 때문에 무조건 5시 전투판 고정으로 함","1. jump move first, if absorbed, jump move to the 5 o'clock battlefield unconditionally, because moving around too much stresses the ranged classes, so the 5 o'clock battlefield is fixed."
"6시 전투판에서 점프쾅 매달려서 회피 패턴때 사용하는 변수, 이 패턴을 한번에 선언하면 소환몹을 죽여도 바로 보호막 버프를  제거하지 않는 문제가 있어서 이 변수를 이용해 사용하도록 함","Variable used for the jumping and hanging evasion pattern in the 6th battleboard, as there was an issue with the pattern not removing the shield buff immediately after killing a summoned mob if it was declared at once."
"SummonIdx = 0 이라는 뜻은 현재 네펜투스 혹은 바야르 소환몹이 없다는 뜻이므로 소환 행위를 하도록 함,  SummonIdx = 0 이 아니라는 것은 이미 소환몹이 있다는 뜻임","SummonIdx = 0 means that there are currently no Nepentus or Bayar summoned mobs, so perform the summon action; non-SummonIdx = 0 means that there are already summoned mobs."
"광역 폭발 공격 할때 몸에 이펙트를 자연스럽게 출력하기 위해 애디셔널 방식을 사용함, 방어력 50% 상승 기능도 있음, 이 애디셔널 제거는 트리스탄의 스턴스킬에 의해서 이루어 지도록 함","AoE explosive attacks use an additive method to naturally output body effects, with a 50% armor bonus, which is removed by Tristan's stun skill."
"그리고 또 한가지는 칸두라가 막 플레이어를 흡수하고 점프 이동 했는데, 해당 전투판에 플레이어가 없을 때 이때는 이미 흡수되어 몸에 매달린 플레이어 죽이면서 기력흡수 2단계 상태를 만듦","The other thing is that Kandura just absorbed a player and jumped, and when there are no players on the board, it kills a player who is already absorbed and hanging on to him, creating a stage 2 energy drain."
"던전시간 5분 증가, 300초 증가 메시지가 어색하여 param2=""true"" 넣지 않음, 트리거 메시지로 5분 증가를 알려줌 , param2=""true"" 이것을 넣어야 UI 표시를 함","Increased dungeon time by 5 minutes, didn't put param2=""true"" because the 300 second increase message is awkward, trigger message says 5 minute increase, param2=""true"" should be put to show UI"
"레벨22: 같은 2페이지 메인 전투판 안에 공격 대상이 있어야만, 연속돌진이동 후 발사 공격 패턴 계속 사용함,  사정거리 범위는 cylinder 3300  높이 100  한칸아래 50","Level 22: Same page 2, must have a target in the main battlefield to attack, continues to use the continuous charge and fire attack pattern, range is cylinder 3300 height 100 one space below 50"
"스스로 자살스킬사용, 처음에는 50001378 스킬에 자기 공격해서 자살하는 기능을 넣었는데, 이 스킬에 붙어있던 이펙트가 출력 안되는 문제가 있어서 AI에서 스스로 사라지도록 설정했음","Using the Self-Suicide skill, initially 50001378 had the ability to kill yourself by attacking yourself, but the effect attached to this skill was not outputting, so we set it to disappear from the AI."
"전투 시작하는 최초 단계인 여기에  animation=""Attack_Idle_A""를 넣어야  이후 전투 중 나오는  standby 동작때 Attack_Idle_A 동작이 나오게 됩니다.","At the beginning of the battle, at the beginning of the battle, we need to put animation=""Attack_Idle_A"" here so that the Attack_Idle_A behavior will be used for the standby behaviors that occur later in the battle."
"중요!   레벨31: 저주 제거 스킬 사용, 가끔 저주가 풀리지 않는 치명적인 버그가 있어서, 이 페널티 토템이 체크 로직에서 저주 제거 기능을 넣어 버그로 인한 위험한 상활을 해소시킴","Important! Level 31: Use the Remove Curses skill, there is a fatal bug that sometimes prevents curses from breaking, so this penalty totem adds the ability to remove curses in the check logic to eliminate dangerous recursion due to the bug."
"즉 CannonWeaponLive = 0 와 BossBuffOkCheck = 1 인 경우,  NPC의 담당 레이저 무기가 파괴된 상태이고 발록이 공방업 버프 상태라면, 레이저포 설치하기","This means that if CannonWeaponLive = 0 and BossBuffOkCheck = 1, the NPC's primary laser weapon is destroyed and Balrog has the Workshop buff, you can install the laser cannon using the following steps"
"카오스 발록이 특정 행동을 할때 이 신호를 트리스탄한테 보내 이 상황에 맞는 행동을 하도록 함, 발록이 흡수 공격 도중에 5페이즈로 넘어왔을 경우 트리스탄한테 신호 보내는 용도로도 사용","When a Chaos Balrog performs a certain action, this signal is sent to Tristan so that he can take the appropriate action for the situation; also used to signal to Tristan if the Balrog moves to Phase 5 during an absorption attack."
"##시계 대미지 필드 생성 100초짜리, 딱 한번만 실행, 알람공격 이전에 시계 대미지 필드 설치하면 뒤로 밀칠 때 이 필드를 밟아서 허무하게 죽을 수 있기 때문에 이 단계에서 생성함","##Create a clock damage field 100 seconds, one time only, created at this stage because if you set up a clock damage field before the alarm attack, you can step on it when you push back and die for nothing"
^^ 자동차가 넓은 전투판 도착할 때나 넓은 전투판에서 전투 끝날 때 이 변수에 1 설정해서 SpeedRacingModeStart 변수 랜덤 1~3씩 더하는 단계로 넘어가도록 함 ^^,"^^ Set this variable to 1 when the car arrives on a large battlefield or ends a battle on a large battlefield, so that it moves on to adding a random 1-3 to the SpeedRacingModeStart variable."
"10시 지점 담당 분신 투르카 10시 지점으로 순간이동 오도록 신호보내기, 이 분신 졸몹은 2페이즈 투르카 보스가 소환한 것이기 때문에 신호 보낼 때 Distance 방식으로 해야 함","Signal Turka, the alter ego in charge of Point 10, to teleport to Point 10; this alter ego minion was summoned by the Phase 2 Turka boss, so you'll need to use the Distance method to send the signal."
"2페이즈 등장시키기 위해  이 변수 1 신호를 main.xml  트리거에게 보냄      param1=""101"" 은   MS2TriggerModel의 TriggerModelID 번호임","Send this variable 1 signal to the main.xml trigger to bring up phase 2 param1=""101"" is the TriggerModelID number of the MS2TriggerModel"
"AI_TurkaHoodForce_Phase02.xml로 부터 ElementSignal = 99 신호 받아서 본격 2페이즈 진행, 마력 구슬 호출하고 투르카 분신 순간이동 출현하도록 함","AI_TurkaHoodForce_Phase02.xml is signaled by ElementSignal = 99 and proceeds to Phase 2, calling the Magic Ball and causing the Turka alter ego to teleport to appear."
"CheckSummonMany -1  신호를 못받아서  CheckSummonMany = 0 이 안되어서 이 구간 계속 머무는 대박 버그가 생길 것을 대비한, 만약을 위한 별도 처리 로직","Separate handling logic, just in case we don't get a CheckSummonMany -1 signal and there's a big bug where CheckSummonMany = 0 doesn't work and we get stuck in this zone."
"main.xml 트리거에 설정된  변수 1 더하기, TriggerMesh??: 첫번째 숫자: 1단계는 1  2단계는 2  3단계는 3, 두번째 숫자: 왼쪽 1  가운데 2  오른쪽 3","1 plus the variable set in the main.xml trigger, TriggerMesh??: First number: 1 for step 1 Second number: 2 for step 2 Third number: 3, Second number: Left 1 Center 2 Right 3"
MS2TriggerModel  ID : 991   BridgeAppear = +1 신호를   Bridge.xml 트리거에 보내서 두번째 전투판으로 이동하는 다리를 생성 준비 작업 하기,MS2TriggerModel ID: 991 BridgeAppear = +1 Signal to the Bridge.xml trigger to create a bridge that moves to the second battlefield Preparing to do some work
"레벨31: 타겟팅 대상이 450 이내에 있으면 제일 가까운 대상 타겟팅함, 2셋트 전투판에서는 유페리아에게 가까이 붙으면서 견제해야 하는 요소가 있어서 타겟팅에 if 조건 설정을 넣음","Level 31: Target closest target ship if target is within 450, and in the 2-set battleboard, I put an if condition on the targeting because there is an element of staying close to Euphoria and keeping her at bay."
소환몹 AI가 전투 상태로 넘어와서 CntSlavesStrong = CntSlavesStrong+1 신호 받을때까지 이 단계에서 standby 상태로 2~3초 정도 있는 것이 안정적임,It is stable for the summoned mob AI to remain in standby at this stage for 2-3 seconds until it enters combat and is signaled that CntSlavesStrong = CntSlavesStrong+1.
"이 변수가 0이 되면 2PhaseConversion 변수 0으로 만들어, 다시 <aiPreset name=""2Phase_SequenceAttackBattle""/>	 이거 실행하도록 함","When this variable goes to 0, we make the 2PhaseConversion variable 0, which in turn causes <aiPreset name=""2Phase_SequenceAttackBattle""/> to execute"
"이 쿨타임  FatalWideBursterCounter 변수 크게 연관있음, 이 쿨타임 숫자 변경할 경우 아래 ""@^@"" 부분도 꼭 같이 변경해줘야 함, 이 부분이 코드 분석 복잡한편","This cooldown FatalWideBursterCounter variable is very relevant, if you change this cooldown number, you must also change the ""@^@"" part below, this is where the code analysis is complicated"
"이거는 별 의미없는 설정임 ,  StageCheck 변수는 2 혹은 3 혹은 4 숫자만 가질 수 있는데, 4인 경우 이 단계에 올일 없는데 혹시 몰라서 만약을 대비해 이렇게 설정하였음","This is a meaningless setting, the StageCheck variable can only have 2, 3, or 4 numbers, if it's 4, we won't come to this stage, but we set it this way just in case."
"중요!   레벨31: 저주 제거 스킬 사용, 가끔 저주가 풀리지 않는 치명적인 버그가 있어서, 이 페널티 토템 체크 로직에서 저주 제거 기능을 넣어 버그로 인한 위험한 상활을 해소시킴","Important! Level 31: Use the Remove Curses skill, there is a fatal bug that sometimes prevents curses from breaking, so we've included the ability to remove curses in this penalty totem check logic to eliminate dangerous replayability due to the bug."
"칸두라 몹의 HP가 52% 남을 무렵에는 다른 NPC가 전투판에 합류해 PC를 도와 칸두라와 싸우게 되는데, NPC 합류 신호를 여기서 보내 맵 트리거에서 NPC를 스폰시키게 합니다.","When the Kandura mob reaches 52% HP, another NPC will join the battlefield to help the PCs fight Kandura, and you can signal the NPC join here to spawn the NPC from the map trigger."
"if skillId=""50000562"" skillLev=""1""  이 거리 1150 보다 약간 작게, 꼭 제일 가까운 대상 타겟팅 하도록 하기, 어거 때문에 지치기 동작 바보현상 있음","if skillId=""50000562"" skillLev=""1"" this distance is slightly less than 1150, make sure to target the closest target, otherwise the auger will get tired and make the behavior silly"
"NowZone 변수가 3이 아니면 현재 11시 전투판에 있다는 것임, 3페이즈에서 HP를 회복받고 다시 2페이즈로 넘어온 경우기 때문에 이럴때는 11시 방향에서 졸병을 소환시켜야 함","If the NowZone variable is not 3, you are currently on the 11 o'clock battlefield, which means that you have healed in Phase 3 and moved back to Phase 2, so you need to summon a minion at 11 o'clock."
"SideWay = 115 인 상황 즉 이미 #오른쪽 지점에서 갈림길을 통해 이쪽으로 왔을 경우, 무조건 가운데 지점으로 가야하기 때문에 꼭 Position = 171 설정을 해야 함","Situation with SideWay = 115, i.e., if you already came this way via the fork from the #right point, you must set Position = 171 because you must go to the center point"
"과거에 이 부분 있었는데, 서구권 난이도 이슈로 이부분 제거하였음, 73~45% : 석궁 공격 패턴,   73~50% 정상구간, 50~45% 3페이즈때의 회복 구간을 대비한 버퍼구간","There was this part in the past, but it was removed due to difficulty issues in the West, 73~45% : Crossbow attack pattern, 73~50% normal zone, 50~45% buffer zone for the recovery zone in phase 3"
"남은 팔이 4개 되면 1번 4번 자쿰팔 AI 쪽에서 신호 보내도 보호 버프 부여 로직 작동 하지 않을 것임, 자쿰팔이 4개 일때는 3번 5번 팔만 속성 보호 버프 부여해야하기 때문에","If there are 4 arms left, the logic for granting the protection buff will not work even if the 1-4 Zakkumpal AI signals, because when there are 4 Zakkumpals, only the 3-5 arms should have the attribute protection buff."
"남은 팔이 4개 부터 1번 4번 자쿰팔 AI 쪽에서 신호 보내도 보호 버프 부여 로직 작동 하지 않을 것임, 자쿰팔이 4개 일때는 3번 5번 팔만 속성 보호 버프 부여해야하기 때문에","When there are 4 arms left, the logic for granting the protection buff will not work even if the signal is sent from the 1-4 Zakkumpal AI side, because when there are 4 Zakkumpals, only arms 3-5 should have the attribute protection buff."
"맵트리거 신호 보내서 맨 오른쪽 건너편 막힌 벽 제거하고 2페이즈 시작을 알림	    param1=""9990"" 은   MS2TriggerModel의 TriggerModelID 번호임","Send a MapTrigger signal to remove the far right obstruction and start phase 2 param1=""9990"" is the TriggerModelID number for MS2TriggerModel"
"보스가 너무 12시 방향쪽으로 붙어있으면, 2층 대상이 타겟팅에 제일 가까울 수 있어 이때 한방킬 스킬이 나갈 위험이 있기 때문에 맵 6시 바향으로 이동하도록 하는 안전 장치를 넣음","Added a failsafe to move bosses to the 6 o'clock side of the map if they are too close to the 12 o'clock side, as the second floor targets may be the closest to targeting, risking a one-hit kill."
"이 변수를 통해 핑크빈이 현재 어느 전투판에 있는지를 알 수 있게 함, 지붕 전투판 패턴때 사용하는 변수임, 아리엘 여신 석상의 독필드 설치 행동과 기본 공격 행동에 사용되는 변수임","This variable allows Pink Bean to know which battleground he is currently on, is used for the roof battleground pattern, and is used for the Goddess Ariel statue's poison field setup behavior and basic attack behavior."
이 소환몹 지란트는 항상 트리스탄을 공격해야 하는데 트리스탄이 타겟팅 예외 처리 되어있어서 플레이어를 타겟팅하는 문제가 있어서 돌진 공격 방향을 거의 트리스탄쪽으로 향하게 설정하였음,"This summon mob, Girant, should always attack Tristan, but Tristan has a targeting exception that causes him to target the player, so we set the direction of his charge attack to be almost towards Tristan."
